temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),weather_heavy intensity rain,Year,Month,Day,weather_broken clouds,weather_sky is clear,weather_few clouds,weather_light rain,weather_moderate rain,weather_overcast clouds,weather_scattered clouds
14.51,,13.13,14.56,1015.0,85.0,3.21,100.0,12,0.054,0.0,0.184,0,2023,3,23,0,0,0,0,0,1,0
13.97,,13.13,15.31,1015.0,86.0,3.59,100.0,13,0.027,0.0,0.213,0,2023,3,23,0,0,0,0,0,1,0
14.0,,13.31,14.75,1014.0,89.0,3.88,100.0,14,0.064,0.0,0.173,0,2023,3,23,0,0,0,0,0,1,0
14.01,,13.31,14.75,1013.0,89.0,4.5,100.0,15,0.136,0.0,0.095,0,2023,3,23,0,0,0,0,0,1,0
14.01,,13.86,14.51,1013.0,87.0,4.68,100.0,16,0.169,0.0,0.065,0,2023,3,23,0,0,0,0,0,1,0
14.01,,13.64,14.51,1013.0,90.0,4.53,100.0,17,0.208,0.0,0.022,0,2023,3,23,0,0,0,0,0,1,0
13.47,,12.75,14.13,1014.0,92.0,4.29,100.0,18,0.563,0.0,0.003,0,2023,3,23,0,0,0,0,0,1,0
12.9,,12.75,13.4,1014.0,93.0,3.88,100.0,19,1.432,0.0,0.0,0,2023,3,23,0,0,0,0,0,1,0
12.9,,12.2,13.4,1015.0,93.0,3.63,100.0,20,0.337,0.0,0.0,0,2023,3,23,0,0,0,0,0,1,0
12.89,,12.84,13.13,1015.0,93.0,3.54,100.0,21,0.472,0.0,0.0,0,2023,3,23,0,0,0,1,0,0,0
13.43,,12.2,13.64,1015.0,93.0,3.39,100.0,22,0.0,0.532,0.0,0,2023,3,23,0,0,0,0,0,1,0
13.47,,12.75,14.13,1015.0,93.0,3.59,100.0,23,0.0,0.618,0.0,0,2023,3,23,0,0,0,0,0,1,0
13.45,,13.31,13.64,1015.0,94.0,3.69,100.0,0,0.0,0.604,0.0,0,2023,3,24,0,0,0,0,0,1,0
13.45,,13.31,13.64,1014.0,94.0,3.65,100.0,1,0.0,0.534,0.0,0,2023,3,24,0,0,0,1,0,0,0
13.99,,13.31,14.13,1015.0,94.0,3.2,100.0,2,0.0,0.462,0.0,0,2023,3,24,0,0,0,1,0,0,0
13.82,,12.53,14.13,1016.0,98.0,2.3,100.0,3,0.0,0.331,0.0,0,2023,3,24,0,0,0,1,0,0,0
12.33,,11.64,12.34,1016.0,94.0,1.6,100.0,4,0.0,0.248,0.0,0,2023,3,24,0,0,0,1,0,0,0
11.5,,10.53,11.78,1017.0,94.0,1.33,100.0,5,0.0,0.245,0.0,0,2023,3,24,0,0,0,0,0,1,0
10.93,,9.98,11.23,1017.0,94.0,1.23,100.0,6,0.0,0.243,0.0,0,2023,3,24,0,0,0,0,0,1,0
10.66,,9.75,11.18,1018.0,95.0,1.37,100.0,7,0.0,1.643,0.177,0,2023,3,24,0,0,0,0,0,1,0
11.23,,10.53,11.73,1019.0,95.0,1.56,97.0,8,0.031,0.0,0.314,0,2023,3,24,0,0,0,0,0,1,0
11.79,,11.78,12.29,1020.0,95.0,2.22,65.0,9,0.0,0.0,0.257,0,2023,3,24,1,0,0,0,0,0,0
12.92,,12.84,14.75,1021.0,94.0,2.82,49.0,10,0.0,0.0,0.257,0,2023,3,24,0,0,0,0,0,0,1
14.55,,13.4,15.31,1021.0,80.0,3.16,39.0,11,0.0,0.0,0.263,0,2023,3,24,0,0,0,0,0,0,1
15.65,,14.98,15.67,1022.0,72.0,3.49,34.0,12,0.0,0.0,0.268,0,2023,3,24,0,0,0,0,0,0,1
15.61,,14.13,15.86,1021.0,68.0,3.94,4.0,13,0.0,0.0,0.258,0,2023,3,24,0,1,0,0,0,0,0
16.17,,14.42,16.23,1021.0,59.0,4.07,4.0,14,0.514,0.0,0.428,0,2023,3,24,0,1,0,0,0,0,0
15.11,,15.07,15.86,1021.0,68.0,3.99,4.0,15,0.018,0.0,0.316,0,2023,3,24,0,1,0,0,0,0,0
16.18,,14.98,16.42,1022.0,64.0,3.99,4.0,16,0.009,0.0,0.316,0,2023,3,24,0,1,0,0,0,0,0
16.18,,14.75,16.23,1022.0,64.0,3.46,3.0,17,0.211,0.0,0.115,0,2023,3,24,0,1,0,0,0,0,0
15.07,,13.64,15.11,1023.0,66.0,2.58,3.0,18,0.309,0.0,0.008,0,2023,3,24,0,1,0,0,0,0,0
13.43,,11.98,13.95,1023.0,89.0,1.39,0.0,19,0.37,0.0,0.0,0,2023,3,24,0,1,0,0,0,0,0
12.57,,10.31,13.4,1024.0,92.0,0.63,0.0,20,0.471,0.0,0.0,0,2023,3,24,0,1,0,0,0,0,0
11.23,,9.2,12.84,1025.0,85.0,0.7,2.0,21,0.535,0.0,0.0,0,2023,3,24,0,1,0,0,0,0,0
10.68,,8.64,12.29,1025.0,87.0,1.17,5.0,22,0.0,0.531,0.0,0,2023,3,24,0,1,0,0,0,0,0
10.11,,7.53,11.73,1025.0,90.0,1.18,8.0,23,0.0,0.54,0.0,0,2023,3,24,0,1,0,0,0,0,0
9.56,,6.98,11.73,1025.0,91.0,1.16,8.0,0,0.0,0.532,0.0,0,2023,3,25,0,1,0,0,0,0,0
9.57,,6.42,11.18,1025.0,91.0,1.36,7.0,1,0.0,0.534,0.0,0,2023,3,25,0,1,0,0,0,0,0
9.0,,5.86,10.62,1024.0,91.0,1.12,25.0,2,0.0,0.505,0.0,0,2023,3,25,0,0,0,0,0,0,1
8.99,,4.75,10.07,1024.0,91.0,1.41,48.0,3,0.0,0.377,0.0,0,2023,3,25,0,0,0,0,0,0,1
8.46,,4.75,9.51,1023.0,91.0,1.46,61.0,4,0.0,0.266,0.0,0,2023,3,25,1,0,0,0,0,0,0
8.44,,4.2,8.95,1023.0,91.0,1.41,69.0,5,0.0,0.242,0.0,0,2023,3,25,1,0,0,0,0,0,0
8.15,,4.2,8.4,1023.0,94.0,1.45,73.0,6,0.0,0.279,0.004,0,2023,3,25,1,0,0,0,0,0,0
8.97,,6.09,9.0,1023.0,90.0,1.54,99.0,7,0.0,0.053,0.187,0,2023,3,25,0,0,0,0,0,1,0
10.66,,8.13,10.67,1023.0,86.0,1.21,99.0,8,0.0,0.0,0.244,0,2023,3,25,0,0,0,0,0,1,0
12.27,,9.51,12.34,1023.0,80.0,1.42,96.0,9,0.0,0.0,0.426,0,2023,3,25,0,0,0,0,0,1,0
13.44,,12.53,13.45,1023.0,76.0,1.73,97.0,10,0.507,0.0,0.662,0,2023,3,25,0,0,0,0,0,1,0
14.51,,12.29,15.86,1023.0,68.0,2.05,98.0,11,0.326,0.0,0.632,0,2023,3,25,0,0,0,0,0,1,0
15.61,,13.4,16.98,1023.0,61.0,2.55,98.0,12,0.541,0.0,0.454,0,2023,3,25,0,0,0,0,0,1,0
16.69,,14.51,16.78,1023.0,62.0,3.2,100.0,13,0.267,0.0,0.258,0,2023,3,25,0,0,0,0,0,1,0
16.14,,14.13,16.23,1022.0,64.0,3.05,100.0,14,0.59,0.0,0.232,0,2023,3,25,0,0,0,0,0,1,0
15.07,,14.13,15.11,1022.0,65.0,4.03,100.0,15,0.162,0.0,0.175,0,2023,3,25,0,0,0,0,0,1,0
15.07,,12.53,15.11,1021.0,67.0,4.08,99.0,16,0.854,0.0,0.074,0,2023,3,25,0,0,0,0,0,1,0
14.01,,14.0,14.51,1021.0,80.0,3.54,100.0,17,0.978,0.0,0.053,0,2023,3,25,0,0,0,0,0,1,0
12.94,,11.98,14.13,1022.0,90.0,2.93,100.0,18,0.565,0.0,0.001,0,2023,3,25,0,0,0,0,0,1,0
12.94,,12.53,14.13,1022.0,92.0,2.96,99.0,19,0.722,0.0,0.0,0,2023,3,25,0,0,0,0,0,1,0
13.48,,13.09,14.13,1022.0,92.0,3.42,100.0,20,1.995,0.0,0.0,0,2023,3,25,0,0,0,0,0,1,0
13.48,,13.09,14.13,1022.0,93.0,3.72,100.0,21,0.486,0.0,0.0,0,2023,3,25,0,0,0,0,0,1,0
14.0,,13.95,14.2,1022.0,93.0,4.14,100.0,22,0.0,0.397,0.0,0,2023,3,25,0,0,0,0,0,1,0
13.99,,13.09,14.13,1022.0,94.0,2.48,98.0,23,0.0,0.384,0.0,0,2023,3,25,0,0,0,0,0,1,0
12.33,,11.64,12.34,1023.0,94.0,1.49,91.0,0,0.0,0.384,0.0,0,2023,3,26,0,0,0,0,0,1,0
11.82,,11.42,13.13,1023.0,95.0,1.07,26.0,1,0.0,0.0,0.0,0,2023,3,26,0,0,0,0,0,0,1
11.8,,10.86,12.29,1023.0,94.0,0.93,28.0,2,0.0,0.419,0.0,0,2023,3,26,0,0,0,0,0,0,1
11.23,,10.31,11.73,1023.0,94.0,0.79,38.0,3,0.0,0.306,0.0,0,2023,3,26,0,0,0,0,0,0,1
11.24,,9.75,12.29,1023.0,95.0,0.68,48.0,4,0.0,0.254,0.0,0,2023,3,26,0,0,0,0,0,0,1
10.67,,9.75,11.73,1023.0,95.0,1.01,55.0,5,0.0,0.323,0.0,0,2023,3,26,1,0,0,0,0,0,0
10.64,,9.13,11.73,1024.0,95.0,0.67,58.0,6,0.0,0.247,0.0,0,2023,3,26,1,0,0,0,0,0,0
9.55,,8.64,9.56,1024.0,95.0,0.68,51.0,7,0.0,0.238,0.003,0,2023,3,26,1,0,0,0,0,0,0
10.14,,9.98,11.98,1025.0,95.0,1.13,51.0,8,0.152,0.0,0.096,0,2023,3,26,1,0,0,0,0,0,0
11.3,,11.23,13.13,1026.0,93.0,1.4,55.0,9,0.0,0.0,0.302,0,2023,3,26,1,0,0,0,0,0,0
12.35,,12.29,13.31,1026.0,81.0,2.06,47.0,10,0.0,0.0,0.403,0,2023,3,26,0,0,0,0,0,0,1
13.98,,12.84,14.75,1026.0,70.0,2.4,46.0,11,0.0,0.0,0.353,0,2023,3,26,0,0,0,0,0,0,1
14.53,,13.4,16.42,1025.0,65.0,2.81,41.0,12,0.067,0.0,0.807,0,2023,3,26,0,0,0,0,0,0,1
16.7,,14.13,17.53,1025.0,61.0,3.29,17.0,13,0.09,0.0,0.726,0,2023,3,26,0,0,1,0,0,0,0
16.7,,14.13,17.53,1025.0,57.0,3.1,11.0,14,0.0,0.0,0.319,0,2023,3,26,0,0,1,0,0,0,0
17.25,,14.13,17.53,1024.0,54.0,3.36,8.0,15,0.018,0.0,0.608,0,2023,3,26,0,1,0,0,0,0,0
17.25,,14.13,17.34,1024.0,52.0,3.47,8.0,16,0.0,0.0,0.281,0,2023,3,26,0,1,0,0,0,0,0
17.24,,14.13,17.34,1024.0,56.0,3.2,16.0,17,0.116,0.0,0.356,0,2023,3,26,0,0,1,0,0,0,0
15.6,,13.13,15.67,1025.0,64.0,2.33,9.0,18,0.338,0.0,0.121,0,2023,3,26,0,1,0,0,0,0,0
12.13,,12.13,12.2,1025.0,78.0,1.52,47.0,19,0.647,0.0,0.008,0,2023,3,26,0,0,0,0,0,0,1
11.13,,10.53,11.13,1026.0,84.0,1.29,26.0,20,0.94,0.0,0.0,0,2023,3,26,0,0,0,0,0,0,1
10.75,,10.13,11.73,1026.0,86.0,1.73,29.0,21,0.6,0.0,0.0,0,2023,3,26,0,0,0,0,0,0,1
9.94,,9.13,11.18,1026.0,86.0,1.7,29.0,22,0.0,0.48,0.0,0,2023,3,26,0,0,0,0,0,0,1
10.1,,8.09,11.18,1026.0,87.0,1.62,41.0,23,0.0,0.532,0.0,0,2023,3,26,0,0,0,0,0,0,1
10.07,,7.53,11.18,1026.0,85.0,1.72,55.0,0,0.0,0.526,0.0,0,2023,3,27,1,0,0,0,0,0,0
9.54,,6.98,10.62,1025.0,87.0,2.01,100.0,1,0.0,0.527,0.0,0,2023,3,27,0,0,0,0,0,1,0
7.71,,6.13,10.07,1025.0,80.0,1.45,100.0,2,0.0,0.561,0.0,0,2023,3,27,0,0,0,0,0,1,0
7.48,,5.86,9.51,1025.0,78.0,1.85,89.0,3,0.0,0.313,0.0,0,2023,3,27,0,0,0,0,0,1,0
8.06,,5.31,9.51,1024.0,76.0,1.89,76.0,4,0.0,0.256,0.0,0,2023,3,27,1,0,0,0,0,0,0
7.24,,4.75,8.95,1024.0,74.0,1.86,67.0,5,0.0,0.246,0.0,0,2023,3,27,1,0,0,0,0,0,0
7.64,,4.75,8.4,1024.0,71.0,2.02,65.0,6,0.0,0.238,0.0,0,2023,3,27,1,0,0,0,0,0,0
7.58,,7.13,8.86,1024.0,68.0,2.02,30.0,7,0.0,1.572,0.004,0,2023,3,27,0,0,0,0,0,0,1
12.25,,8.95,12.34,1024.0,58.0,1.56,4.0,8,0.168,0.0,0.205,0,2023,3,27,0,1,0,0,0,0,0
13.91,,10.07,14.0,1024.0,54.0,1.45,3.0,9,0.0,0.0,0.248,0,2023,3,27,0,1,0,0,0,0,0
15.06,,11.73,15.11,1023.0,52.0,1.22,2.0,10,0.0,0.0,0.251,0,2023,3,27,0,1,0,0,0,0,0
17.3,,16.13,17.34,1023.0,43.0,0.47,2.0,11,0.0,0.0,0.383,0,2023,3,27,0,1,0,0,0,0,0
19.52,,18.13,19.75,1022.0,41.0,1.1,2.0,12,0.479,0.0,0.719,0,2023,3,27,0,1,0,0,0,0,0
20.05,,18.13,21.42,1022.0,39.0,1.25,2.0,13,0.0,0.0,0.255,0,2023,3,27,0,1,0,0,0,0,0
21.56,,16.73,23.09,1021.0,39.0,1.36,1.0,14,0.0,0.0,0.242,0,2023,3,27,0,1,0,0,0,0,0
22.1,,17.13,23.09,1020.0,36.0,1.87,3.0,15,0.0,0.0,0.24,0,2023,3,27,0,1,0,0,0,0,0
22.59,,16.13,22.89,1020.0,32.0,1.77,19.0,16,0.0,0.0,0.241,0,2023,3,27,0,0,1,0,0,0,0
22.59,,16.13,22.89,1020.0,32.0,1.76,34.0,17,0.0,0.0,0.252,0,2023,3,27,0,0,0,0,0,0,1
15.8,,15.13,19.75,1021.0,60.0,1.35,29.0,18,0.206,0.0,0.1,0,2023,3,27,0,0,0,0,0,0,1
14.66,,14.13,15.62,1021.0,64.0,0.78,100.0,19,0.551,0.0,0.014,0,2023,3,27,0,0,0,0,0,1,0
13.9,,13.13,16.42,1022.0,64.0,0.95,100.0,20,1.063,0.0,0.0,0,2023,3,27,0,0,0,0,0,1,0
13.68,,13.13,14.75,1022.0,62.0,0.52,100.0,21,0.941,0.0,0.0,0,2023,3,27,0,0,0,0,0,1,0
14.42,,10.13,14.56,1022.0,73.0,1.12,100.0,22,0.0,0.651,0.0,0,2023,3,27,0,0,0,0,0,1,0
14.41,,10.13,14.56,1022.0,73.0,1.46,100.0,23,0.0,0.517,0.0,0,2023,3,27,0,0,0,0,0,1,0
13.32,,9.13,13.45,1022.0,73.0,1.74,100.0,0,0.0,0.486,0.0,0,2023,3,28,0,0,0,0,0,1,0
13.88,,10.86,14.0,1021.0,66.0,1.73,93.0,1,0.0,0.496,0.0,0,2023,3,28,0,0,0,0,0,1,0
11.34,,10.53,11.73,1021.0,64.0,1.63,52.0,2,0.0,0.506,0.0,0,2023,3,28,1,0,0,0,0,0,0
11.71,,10.31,12.13,1021.0,63.0,1.61,36.0,3,0.0,0.331,0.0,0,2023,3,28,0,0,0,0,0,0,1
11.71,,9.75,12.13,1021.0,63.0,1.66,28.0,4,0.0,0.244,0.0,0,2023,3,28,0,0,0,0,0,0,1
10.91,,9.75,11.13,1021.0,62.0,1.7,23.0,5,0.0,0.229,0.0,0,2023,3,28,0,0,1,0,0,0,0
10.95,,9.98,11.13,1021.0,62.0,1.8,19.0,6,0.0,0.224,0.0,0,2023,3,28,0,0,1,0,0,0,0
10.95,,9.98,11.13,1021.0,63.0,1.75,38.0,7,0.0,1.705,0.004,0,2023,3,28,0,0,0,0,0,0,1
14.48,,10.62,14.56,1021.0,63.0,1.6,27.0,8,0.117,0.0,0.207,0,2023,3,28,0,0,0,0,0,0,1
18.37,,14.13,18.45,1021.0,48.0,1.42,51.0,9,0.31,0.0,0.394,0,2023,3,28,1,0,0,0,0,0,0
20.56,,16.98,20.67,1021.0,51.0,0.84,63.0,10,0.0,0.0,0.369,0,2023,3,28,1,0,0,0,0,0,0
21.2,,20.13,22.53,1021.0,48.0,1.24,71.0,11,0.0,0.0,0.397,0,2023,3,28,1,0,0,0,0,0,0
23.38,,21.13,24.75,1021.0,35.0,2.06,77.0,12,0.0,0.0,0.682,0,2023,3,28,1,0,0,0,0,0,0
24.42,,17.84,24.56,1020.0,34.0,2.63,100.0,13,0.0,0.0,0.366,0,2023,3,28,0,0,0,0,0,1,0
24.96,,18.4,25.11,1020.0,34.0,2.92,99.0,14,0.0,0.0,0.315,0,2023,3,28,0,0,0,0,0,1,0
23.87,,18.95,24.0,1020.0,39.0,3.1,100.0,15,0.0,0.0,0.323,0,2023,3,28,0,0,0,0,0,1,0
23.88,,18.95,24.0,1020.0,39.0,2.43,100.0,16,0.0,0.0,0.322,0,2023,3,28,0,0,0,0,0,1,0
22.8,,18.95,22.89,1020.0,40.0,1.34,100.0,17,0.005,0.0,0.313,0,2023,3,28,0,0,0,0,0,1,0
20.13,,18.95,20.13,1020.0,58.0,0.54,88.0,18,0.416,0.0,0.134,0,2023,3,28,0,0,0,0,0,1,0
17.78,,17.13,19.42,1020.0,60.0,1.56,51.0,19,0.864,0.0,0.023,0,2023,3,28,1,0,0,0,0,0,0
16.74,,16.13,17.84,1021.0,59.0,1.4,48.0,20,1.004,0.0,0.0,0,2023,3,28,0,0,0,0,0,0,1
15.9,,15.13,17.29,1021.0,58.0,1.59,65.0,21,0.678,0.0,0.0,0,2023,3,28,1,0,0,0,0,0,0
16.4,,16.13,17.2,1021.0,60.0,1.42,63.0,22,0.0,0.692,0.0,0,2023,3,28,1,0,0,0,0,0,0
16.19,,16.13,17.2,1021.0,61.0,1.24,60.0,23,0.0,0.579,0.0,0,2023,3,28,1,0,0,0,0,0,0
15.4,,15.13,17.2,1021.0,63.0,1.45,77.0,0,0.0,0.531,0.0,0,2023,3,29,1,0,0,0,0,0,0
15.38,,15.13,16.64,1021.0,65.0,1.71,98.0,1,0.0,0.256,0.0,0,2023,3,29,0,0,0,0,0,1,0
15.11,,15.07,15.31,1020.0,66.0,1.73,99.0,2,0.0,0.256,0.0,0,2023,3,29,0,0,0,0,0,1,0
15.11,,15.07,15.86,1020.0,67.0,1.86,99.0,3,0.0,0.25,0.0,0,2023,3,29,0,0,0,0,0,1,0
14.89,,14.51,15.31,1019.0,68.0,1.64,99.0,4,0.0,0.246,0.0,0,2023,3,29,0,0,0,0,0,1,0
14.28,,14.13,14.75,1019.0,70.0,1.82,93.0,5,0.0,0.244,0.0,0,2023,3,29,0,0,0,0,0,1,0
13.62,,13.13,15.53,1019.0,71.0,1.42,94.0,6,0.0,0.233,0.0,0,2023,3,29,0,0,0,0,0,1,0
14.14,,13.95,16.42,1020.0,71.0,1.66,100.0,7,0.0,1.371,0.007,0,2023,3,29,0,0,0,0,0,1,0
15.54,,14.51,19.2,1020.0,68.0,1.3,93.0,8,0.334,0.0,0.12,0,2023,3,29,0,0,0,0,0,1,0
19.45,,15.62,19.75,1020.0,39.0,2.2,95.0,9,0.111,0.0,0.203,0,2023,3,29,0,0,0,0,0,1,0
19.52,,16.73,19.56,1020.0,40.0,3.81,97.0,10,1.425,0.0,0.554,0,2023,3,29,0,0,0,0,0,1,0
20.91,,18.4,21.23,1020.0,42.0,4.97,97.0,11,0.246,0.0,0.469,0,2023,3,29,0,0,0,0,0,1,0
21.65,,18.95,23.09,1020.0,38.0,6.13,99.0,12,0.0,0.0,0.458,0,2023,3,29,0,0,0,0,0,1,0
23.34,,19.13,23.45,1020.0,40.0,6.37,100.0,13,0.0,0.0,0.336,0,2023,3,29,0,0,0,0,0,1,0
22.8,,19.13,22.89,1020.0,38.0,6.26,100.0,14,0.0,0.0,0.326,0,2023,3,29,0,0,0,0,0,1,0
21.1,,18.13,22.53,1020.0,40.0,5.71,88.0,15,0.0,0.0,0.323,0,2023,3,29,0,0,0,0,0,1,0
20.59,,17.13,20.67,1020.0,47.0,5.02,68.0,16,0.309,0.0,0.422,0,2023,3,29,1,0,0,0,0,0,0
18.41,,16.64,19.2,1020.0,70.0,4.65,55.0,17,0.103,0.0,0.218,0,2023,3,29,1,0,0,0,0,0,0
17.31,,16.09,17.84,1020.0,78.0,3.32,63.0,18,0.22,0.0,0.054,0,2023,3,29,1,0,0,0,0,0,0
16.24,,15.53,17.29,1021.0,87.0,2.43,82.0,19,0.314,0.0,0.0,0,2023,3,29,1,0,0,0,0,0,0
15.67,,14.98,16.73,1022.0,88.0,2.07,91.0,20,0.424,0.0,0.0,0,2023,3,29,0,0,0,0,0,1,0
15.67,,14.98,16.73,1023.0,88.0,2.03,94.0,21,0.454,0.0,0.0,0,2023,3,29,0,0,0,0,0,1,0
15.65,,14.98,15.67,1023.0,89.0,1.9,95.0,22,0.0,0.553,0.0,0,2023,3,29,0,0,0,0,0,1,0
15.11,,14.98,15.31,1023.0,90.0,1.97,96.0,23,0.0,0.544,0.0,0,2023,3,29,0,0,0,0,0,1,0
15.11,,14.42,15.31,1022.0,90.0,1.86,95.0,0,0.0,0.433,0.0,0,2023,3,30,0,0,0,0,0,1,0
14.57,,13.86,15.31,1023.0,91.0,2.12,94.0,1,0.0,0.275,0.0,0,2023,3,30,0,0,0,0,0,1,0
14.03,,13.86,15.13,1022.0,91.0,2.02,90.0,2,0.0,0.254,0.0,0,2023,3,30,0,0,0,0,0,1,0
14.0,,13.86,14.2,1023.0,91.0,1.86,93.0,3,0.0,0.246,0.0,0,2023,3,30,0,0,0,0,0,1,0
14.0,,13.64,14.13,1023.0,92.0,1.61,95.0,4,0.0,0.234,0.0,0,2023,3,30,0,0,0,0,0,1,0
14.0,,13.09,14.13,1023.0,92.0,1.72,92.0,5,0.0,0.291,0.0,0,2023,3,30,0,0,0,0,0,1,0
13.47,,12.53,14.13,1023.0,92.0,1.66,93.0,6,0.0,0.239,0.0,0,2023,3,30,0,0,0,0,0,1,0
13.5,,12.53,15.07,1023.0,91.0,1.7,100.0,7,0.0,1.197,0.003,0,2023,3,30,0,0,0,0,0,1,0
14.0,,14.0,14.42,1023.0,87.0,2.4,97.0,8,1.026,0.0,0.105,0,2023,3,30,0,0,0,0,0,1,0
15.64,,14.13,15.67,1024.0,83.0,3.46,90.0,9,0.047,0.0,0.239,0,2023,3,30,0,0,0,0,0,1,0
17.25,,15.13,18.09,1024.0,73.0,4.22,86.0,10,0.0,0.0,0.186,0,2023,3,30,0,0,0,0,0,1,0
17.31,,16.13,17.34,1024.0,66.0,4.98,89.0,11,0.0,0.0,0.253,0,2023,3,30,0,0,0,0,0,1,0
17.83,,16.13,18.09,1024.0,62.0,5.48,85.0,12,0.0,0.0,0.242,0,2023,3,30,0,0,0,0,0,1,0
17.84,,16.13,18.64,1024.0,66.0,5.69,100.0,13,0.0,0.0,0.244,0,2023,3,30,0,0,0,0,0,1,0
17.84,,16.13,19.2,1023.0,68.0,5.98,100.0,14,0.0,0.0,0.241,0,2023,3,30,0,0,0,0,0,1,0
17.89,,16.64,19.2,1023.0,69.0,5.61,98.0,15,0.0,0.0,0.239,0,2023,3,30,0,0,0,0,0,1,0
17.31,,16.09,18.09,1023.0,72.0,5.41,99.0,16,0.0,0.0,0.23,0,2023,3,30,0,0,0,0,0,1,0
16.24,,15.53,17.53,1023.0,74.0,4.85,99.0,17,0.053,0.0,0.197,0,2023,3,30,0,0,0,0,0,1,0
15.67,,14.98,16.73,1023.0,79.0,4.11,100.0,18,0.656,0.0,0.09,0,2023,3,30,0,0,0,0,0,1,0
15.12,,14.42,16.18,1024.0,83.0,3.79,100.0,19,1.304,0.0,0.001,0,2023,3,30,0,0,0,0,0,1,0
15.13,,14.42,16.18,1024.0,85.0,3.63,100.0,20,0.997,0.0,0.0,0,2023,3,30,0,0,0,1,0,0,0
14.59,,14.2,15.62,1025.0,90.0,3.85,100.0,21,0.637,0.0,0.0,0,2023,3,30,0,0,0,0,0,1,0
14.59,,13.86,15.62,1024.0,92.0,3.82,100.0,22,0.0,0.605,0.0,0,2023,3,30,0,0,0,0,0,1,0
14.55,,13.86,15.86,1024.0,93.0,3.68,100.0,23,0.0,0.49,0.0,0,2023,3,30,0,0,0,0,0,1,0
14.55,,13.86,15.31,1023.0,94.0,3.97,100.0,0,0.0,0.835,0.0,0,2023,3,31,0,0,0,0,0,1,0
14.55,,13.86,15.07,1023.0,94.0,3.71,100.0,1,0.0,0.485,0.0,0,2023,3,31,0,0,0,0,0,1,0
14.55,,13.86,15.07,1023.0,94.0,3.44,99.0,2,0.0,0.474,0.0,0,2023,3,31,0,0,0,0,0,1,0
14.54,,13.86,14.56,1023.0,94.0,3.29,99.0,3,0.0,0.455,0.0,0,2023,3,31,0,0,0,0,0,1,0
14.01,,13.86,14.51,1024.0,95.0,3.33,98.0,4,0.0,0.278,0.0,0,2023,3,31,0,0,0,0,0,1,0
14.01,,13.86,14.51,1024.0,94.0,3.27,99.0,5,0.0,0.248,0.0,0,2023,3,31,0,0,0,0,0,1,0
13.49,,13.31,14.51,1024.0,95.0,2.41,99.0,6,0.0,0.244,0.0,0,2023,3,31,0,0,0,0,0,1,0
12.89,,12.75,13.13,1024.0,95.0,2.09,97.0,7,0.0,0.508,0.001,0,2023,3,31,0,0,0,0,0,1,0
12.42,,12.34,14.13,1024.0,94.0,2.57,99.0,8,0.57,0.0,0.055,0,2023,3,31,0,0,0,0,0,1,0
13.49,,13.45,14.75,1025.0,93.0,3.55,95.0,9,0.168,0.0,0.236,0,2023,3,31,0,0,0,0,0,1,0
14.05,,13.86,16.42,1025.0,87.0,3.91,92.0,10,0.659,0.0,0.376,0,2023,3,31,0,0,0,0,0,1,0
15.11,,14.42,15.13,1025.0,78.0,3.96,94.0,11,0.0,0.0,0.445,0,2023,3,31,0,0,0,0,0,1,0
15.12,,14.98,15.86,1025.0,78.0,4.48,100.0,12,0.022,0.0,0.414,0,2023,3,31,0,0,0,0,0,1,0
16.2,,14.98,17.53,1025.0,74.0,4.76,100.0,13,0.172,0.0,0.341,0,2023,3,31,0,0,0,0,0,1,0
16.22,,14.98,16.98,1024.0,71.0,4.79,100.0,14,0.027,0.0,0.392,0,2023,3,31,0,0,0,0,0,1,0
16.22,,16.13,16.42,1024.0,68.0,4.69,99.0,15,0.013,0.0,0.674,0,2023,3,31,0,0,0,0,0,1,0
16.18,,14.42,16.23,1024.0,70.0,4.53,99.0,16,0.074,0.0,0.615,0,2023,3,31,0,0,0,0,0,1,0
15.12,,15.11,15.62,1024.0,74.0,4.0,100.0,17,0.857,0.0,0.354,0,2023,3,31,0,0,0,0,0,1,0
14.02,,13.31,15.07,1025.0,80.0,2.94,99.0,18,1.431,0.0,0.141,0,2023,3,31,0,0,0,0,0,1,0
13.49,,12.75,14.51,1026.0,82.0,1.9,100.0,19,0.949,0.0,0.028,0,2023,3,31,0,0,0,0,0,1,0
12.92,,12.75,14.13,1026.0,87.0,1.12,94.0,20,0.557,0.0,0.0,0,2023,3,31,0,0,0,0,0,1,0
12.37,,12.2,13.95,1027.0,90.0,0.63,96.0,21,1.21,0.0,0.0,0,2023,3,31,0,0,0,0,0,1,0
12.37,,12.2,13.95,1027.0,91.0,0.44,91.0,22,0.0,0.392,0.0,0,2023,3,31,0,0,0,0,0,1,0
12.39,,11.64,13.95,1027.0,92.0,0.61,89.0,23,0.0,0.245,0.0,0,2023,3,31,0,0,0,0,0,1,0
12.37,,11.64,13.95,1026.0,93.0,0.64,86.0,0,0.0,0.244,0.0,0,2023,4,1,0,0,0,0,0,1,0
12.38,,11.64,13.4,1026.0,93.0,0.83,95.0,1,0.0,0.251,0.0,0,2023,4,1,0,0,0,0,0,1,0
